person,recording_id,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
1.0,1.0,0.2936277687549591,0.47038984298706055,0.0,0.0,0.2906040549278259,0.4631975293159485,0.0,0.0,0.28134486079216003,0.45811986923217773,0.29962366819381714,0.49137789011001587,0.27377527952194214,0.4883938729763031,0.31769809126853943,0.5210550427436829,0.0,0.0,0.3110920786857605,0.4855438768863678,0.0,0.0,0.29929953813552856,0.5928076505661011,0.2805274724960327,0.5934228301048279,0.3110068738460541,0.6662182211875916,0.28483718633651733,0.6692824363708496,0.3005286455154419,0.7364710569381714,0.2756575047969818,0.7461830973625183
1.0,1.0,0.2941785752773285,0.4626503884792328,0.0,0.0,0.29138240218162537,0.4556719660758972,0.0,0.0,0.2835472822189331,0.4533744156360626,0.29664307832717896,0.48826953768730164,0.27646297216415405,0.48652344942092896,0.31619971990585327,0.5165306925773621,0.0,0.0,0.30967622995376587,0.480192631483078,0.0,0.0,0.29690179228782654,0.5885193347930908,0.2811249792575836,0.5894990563392639,0.3111327290534973,0.6627983450889587,0.28568774461746216,0.6673847436904907,0.3003195822238922,0.7365992069244385,0.275838166475296,0.7457156777381897
1.0,1.0,0.2930700480937958,0.4610191285610199,0.0,0.0,0.2901718020439148,0.45383936166763306,0.0,0.0,0.2815232276916504,0.4510484039783478,0.29912737011909485,0.4869571328163147,0.2722954750061035,0.4832327961921692,0.31692543625831604,0.51651531457901,0.0,0.0,0.3100244402885437,0.4797761142253876,0.0,0.0,0.2983343005180359,0.5862663984298706,0.2789793610572815,0.5869126915931702,0.3117876350879669,0.6611161828041077,0.2836587727069855,0.6645961403846741,0.3011513650417328,0.7339074611663818,0.27576935291290283,0.7427553534507751
1.0,1.0,0.2931710183620453,0.46117061376571655,0.0,0.0,0.29013481736183167,0.4539664387702942,0.0,0.0,0.2808755934238434,0.4503132998943329,0.29887324571609497,0.48537394404411316,0.2722376585006714,0.4816053509712219,0.31659260392189026,0.5168642997741699,0.0,0.0,0.30961766839027405,0.48065999150276184,0.0,0.0,0.29860371351242065,0.5860846638679504,0.279330849647522,0.5867277979850769,0.31160178780555725,0.6618817448616028,0.28360241651535034,0.6646931767463684,0.30108338594436646,0.7343329787254333,0.27647876739501953,0.7431725263595581
1.0,1.0,0.291927307844162,0.4621717929840088,0.2939291298389435,0.45504888892173767,0.2887296676635742,0.455220103263855,0.0,0.0,0.28018075227737427,0.4520810842514038,0.2982749938964844,0.48705753684043884,0.27274760603904724,0.48395809531211853,0.3152700364589691,0.5211048722267151,0.0,0.0,0.31229081749916077,0.4887346625328064,0.0,0.0,0.2971310615539551,0.587573766708374,0.2783360481262207,0.5883504152297974,0.3114405572414398,0.6614326238632202,0.28309425711631775,0.6644533276557922,0.30103960633277893,0.7330712676048279,0.27607372403144836,0.7412448525428772
1.0,1.0,0.29357022047042847,0.4616735875606537,0.29494377970695496,0.4550568461418152,0.290471613407135,0.45474839210510254,0.0,0.0,0.281718909740448,0.45325884222984314,0.2966790199279785,0.489877313375473,0.2739061117172241,0.48661312460899353,0.3143579363822937,0.525143563747406,0.0,0.0,0.3121544420719147,0.49277275800704956,0.0,0.0,0.29671037197113037,0.5871883034706116,0.2795654237270355,0.5882288217544556,0.3108789622783661,0.6611711382865906,0.2846333384513855,0.6651920676231384,0.30095046758651733,0.7337030172348022,0.27688392996788025,0.7412145733833313
1.0,1.0,0.29379355907440186,0.46422967314720154,0.0,0.0,0.29047679901123047,0.4567069411277771,0.0,0.0,0.2795734405517578,0.45477160811424255,0.2966291606426239,0.4928596317768097,0.2675442397594452,0.4899614751338959,0.31416526436805725,0.530730664730072,0.0,0.0,0.3135351538658142,0.49954286217689514,0.0,0.0,0.2940034866333008,0.5914709568023682,0.27329739928245544,0.5932388305664062,0.3084762692451477,0.6622951626777649,0.2783111333847046,0.6665443181991577,0.29941055178642273,0.7338875532150269,0.272242933511734,0.7417248487472534
1.0,1.0,0.29401761293411255,0.4635225236415863,0.29504746198654175,0.45643922686576843,0.29073986411094666,0.4565238952636719,0.0,0.0,0.28124016523361206,0.45544368028640747,0.2956864535808563,0.49469050765037537,0.2732377052307129,0.4917469620704651,0.31093618273735046,0.5356310606002808,0.0,0.0,0.31399089097976685,0.5053319931030273,0.0,0.0,0.29484909772872925,0.5941635966300964,0.2779247462749481,0.5954104661941528,0.30856552720069885,0.6655598878860474,0.2833184003829956,0.6690899729728699,0.29940080642700195,0.7351788282394409,0.2756430506706238,0.7421982288360596
1.0,1.0,0.2930065393447876,0.46603378653526306,0.0,0.0,0.2901371717453003,0.4590364992618561,0.0,0.0,0.2821102440357208,0.457809180021286,0.29268911480903625,0.4970376491546631,0.2755489647388458,0.49472588300704956,0.3066268563270569,0.5430042147636414,0.0,0.0,0.314303994178772,0.5195213556289673,0.0,0.0,0.2930672764778137,0.5978152751922607,0.2789449691772461,0.5989969372749329,0.3072552978992462,0.6693195104598999,0.2836697995662689,0.6721627116203308,0.29885101318359375,0.7371950745582581,0.2752981185913086,0.7430594563484192
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2829008102416992,0.4628556966781616,0.28811177611351013,0.49812719225883484,0.2811618745326996,0.4992952048778534,0.0,0.0,0.298713743686676,0.5453946590423584,0.0,0.0,0.31191378831863403,0.538537859916687,0.28953367471694946,0.5950653553009033,0.2820964753627777,0.5968143939971924,0.30228203535079956,0.6675374507904053,0.2886379361152649,0.6723768711090088,0.29760870337486267,0.7370149493217468,0.27633991837501526,0.7429506778717041
