person,recording_id,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,move
follow,1,0.3930988013744354,0.4490885436534881,0.0,0.0,0.3882017433643341,0.4430772960186004,0.0,0.0,0.3738822340965271,0.4535602927207947,0.3942794799804687,0.5026630163192749,0.3589901626110077,0.5053041577339172,0.4215416014194488,0.5370305776596069,0.3438176214694977,0.5618436336517334,0.4530099034309387,0.5475594401359558,0.3703383207321167,0.5795626640319824,0.391751617193222,0.6101672649383545,0.3694362640380859,0.6163692474365234,0.407806783914566,0.6867315173149109,0.3884397447109222,0.6979695558547974,0.3984721004962921,0.7614683508872986,0.3814185261726379,0.7834500074386597,open
follow,1,0.391529232263565,0.4478173851966858,0.0,0.0,0.3868525922298431,0.4413493871688843,0.0,0.0,0.3726475834846496,0.4504167735576629,0.3929816782474518,0.5013553500175476,0.3567876815795898,0.5024687051773071,0.4205330312252044,0.5352095365524292,0.3399619460105896,0.5588082075119019,0.4516082108020782,0.5433021187782288,0.3670239448547363,0.5803634524345398,0.3894712328910827,0.6095653176307678,0.366961658000946,0.6152751445770264,0.4042292833328247,0.6845869421958923,0.3858189880847931,0.696305513381958,0.392771303653717,0.7586305141448975,0.3808289468288421,0.7824923992156982,open
follow,1,0.3891901671886444,0.4457508623600006,0.3882392346858978,0.4395875632762909,0.3841823935508728,0.4393792152404785,0.0,0.0,0.370764672756195,0.4493346214294433,0.3908904492855072,0.5013275146484375,0.3543525636196136,0.5023840069770813,0.4187504947185516,0.5333280563354492,0.3383554518222809,0.5622957348823547,0.44957035779953,0.5408871173858643,0.3635399043560028,0.5838611125946045,0.3874913454055786,0.6112052798271179,0.3659643828868866,0.6156088709831238,0.4040237367153168,0.6892771124839783,0.3830668330192566,0.6923409104347229,0.3712422251701355,0.7554667592048645,0.3828891515731811,0.7838260531425476,open
follow,1,0.3881174921989441,0.4475839734077453,0.3868584632873535,0.4409850239753723,0.3833909928798675,0.4408391416072845,0.0,0.0,0.3698627054691314,0.4493247270584106,0.3897614777088165,0.5010414719581604,0.3517342805862427,0.5013888478279114,0.4176134169101715,0.5318095088005066,0.3366950154304504,0.5618385672569275,0.4497550427913666,0.5384116172790527,0.3606514930725097,0.5856600999832153,0.3857789039611816,0.6118565797805786,0.3634337186813354,0.6154506206512451,0.3997427821159363,0.6911964416503906,0.3832103908061981,0.6904097199440002,0.3651510179042816,0.7539607286453247,0.3801885545253753,0.7816004753112793,open
follow,1,0.3865315318107605,0.449115514755249,0.3858285248279571,0.442578911781311,0.3821699023246765,0.4418050348758697,0.0,0.0,0.3677792549133301,0.4482269287109375,0.3888813555240631,0.5008077621459961,0.3498080968856811,0.5011877417564392,0.415126234292984,0.5306059122085571,0.3342576324939728,0.562145471572876,0.4478893280029297,0.5404943823814392,0.3588508069515228,0.5860087871551514,0.3838071525096893,0.6116876006126404,0.3616666793823242,0.6146596074104309,0.3862821757793426,0.691418468952179,0.3853486180305481,0.692073404788971,0.3563876748085022,0.7494752407073975,0.3796835541725158,0.7798638939857483,open
follow,1,0.3855826556682586,0.4522139728069305,0.0,0.0,0.381213366985321,0.4450815916061401,0.0,0.0,0.3672752380371094,0.4524548351764679,0.3884098827838897,0.5049049854278564,0.3494524657726288,0.5048251748085022,0.4149622917175293,0.5339548587799072,0.3335237503051758,0.5662431716918945,0.446251779794693,0.5412200689315796,0.3572525084018707,0.5893542766571045,0.3824249804019928,0.614166796207428,0.3609868586063385,0.6166485548019409,0.3812026977539062,0.6951057314872742,0.3858447968959808,0.6910639405250549,0.3500448167324066,0.7546660304069519,0.380507081747055,0.7802858948707581,open
follow,1,0.3842384219169616,0.455130934715271,0.383088618516922,0.4484013020992279,0.3795690536499023,0.448468267917633,0.0,0.0,0.3654221892356872,0.4568952023983001,0.3868980407714844,0.5081076622009277,0.3477014601230621,0.509734034538269,0.4129487872123718,0.5374124050140381,0.3324038088321686,0.5714858770370483,0.4438458681106567,0.5470749735832214,0.3571541607379913,0.5955339074134827,0.3821567893028259,0.6164590120315552,0.3610049784183502,0.619324266910553,0.3792959153652191,0.6983295679092407,0.3859963715076446,0.6911236643791199,0.3434702754020691,0.7571967840194702,0.3807059228420257,0.7832744121551514,open
follow,1,0.3827486932277679,0.4583953022956848,0.3821353912353515,0.4516761004924774,0.3779871165752411,0.451860636472702,0.0,0.0,0.364402711391449,0.4602523744106293,0.3851872682571411,0.5112993121147156,0.3491789400577545,0.5124315023422241,0.4109545946121216,0.5421654582023621,0.3322146534919739,0.5735393166542053,0.4422570168972015,0.5495553016662598,0.3568900525569916,0.5961881875991821,0.3794478476047516,0.6191421747207642,0.3611040115356445,0.6208339333534241,0.3752480447292328,0.7004372477531433,0.3867043852806091,0.6884569525718689,0.3363662660121918,0.7638297080993652,0.3814610838890075,0.7828038930892944,open
follow,1,0.382467657327652,0.4634046256542206,0.3822090029716491,0.4565907120704651,0.3778990805149078,0.4563081860542297,0.0,0.0,0.364143043756485,0.4623647928237915,0.3826321363449096,0.5142271518707275,0.3499851524829864,0.5138804316520691,0.4087725877761841,0.5472529530525208,0.333178699016571,0.5762901902198792,0.4402689337730407,0.5522793531417847,0.3573824465274811,0.5975818037986755,0.3760098814964294,0.6216633319854736,0.3604756295681,0.6223942637443542,0.3714666962623596,0.7010971903800964,0.387711614370346,0.6880955100059509,0.3316695392131805,0.7665072679519653,0.3819167017936706,0.7821101546287537,open
follow,1,0.3820485472679138,0.4622288942337036,0.3817717730998993,0.4558029472827911,0.3773338198661804,0.4554718732833862,0.0,0.0,0.3639495968818664,0.4630789160728454,0.3811437487602234,0.5153416991233826,0.3505347371101379,0.5150822401046753,0.4064653813838959,0.5490540266036987,0.3340985178947449,0.5776821374893188,0.4363865852355957,0.5536231398582458,0.3596090972423553,0.5985319018363953,0.3736087381839752,0.6209380030632019,0.3597129881381988,0.6217052936553955,0.3683615624904632,0.7005491256713867,0.3876340985298157,0.6883836388587952,0.3296335339546203,0.7695138454437256,0.3825743496417999,0.7825007438659668,open
follow,1,0.382049560546875,0.4624496400356293,0.3819767832756042,0.4560993611812591,0.3774235844612121,0.4556106030941009,0.0,0.0,0.3641715049743652,0.4625686705112457,0.3796300292015075,0.5140429735183716,0.3511163592338562,0.5139251947402954,0.4042075276374817,0.5494524836540222,0.3353383243083954,0.5772481560707092,0.4337102770805359,0.552936315536499,0.3620487153530121,0.5976410508155823,0.3716123700141907,0.6205856204032898,0.3592410981655121,0.6216092109680176,0.3663252890110016,0.6976540684700012,0.3875767886638641,0.687485933303833,0.3285861909389496,0.7695926427841187,0.3828476965427398,0.7812701463699341,open
follow,1,0.3825553953647613,0.4596630036830902,0.3825918138027191,0.4535169899463653,0.3779469430446625,0.4527238011360168,0.0,0.0,0.3643975555896759,0.4593662619590759,0.3794126212596893,0.5119193196296692,0.3520374000072479,0.5101073384284973,0.4028805196285248,0.5500551462173462,0.3372553884983063,0.5731192827224731,0.4303999245166778,0.5504299402236938,0.3664736747741699,0.5936418771743774,0.3705342411994934,0.6166173815727234,0.3587246239185333,0.6171810626983643,0.365363210439682,0.6955570578575134,0.3865893483161926,0.6867148280143738,0.3288055062294006,0.7719147205352783,0.3823066353797912,0.78105229139328,open
follow,1,0.3830587267875671,0.4567006826400757,0.3832265138626098,0.450346976518631,0.3784516453742981,0.4501377940177917,0.0,0.0,0.3651739656925201,0.4573962688446045,0.3795261681079864,0.5073802471160889,0.3532722890377044,0.5067169666290283,0.4016881883144378,0.5507599711418152,0.3394917547702789,0.5705420970916748,0.4290110766887665,0.5480109453201294,0.3685744106769562,0.5930816531181335,0.3708974421024322,0.6144224405288696,0.3596191108226776,0.614959180355072,0.3643576204776764,0.6934444904327393,0.3852007985115051,0.685508131980896,0.3288790881633758,0.7714786529541016,0.3819060027599334,0.7802356481552124,open
follow,1,0.3842643499374389,0.4552593529224396,0.3848142623901367,0.4488340616226196,0.3797412514686584,0.4484760761260986,0.0,0.0,0.3665580153465271,0.4545892775058746,0.3803290426731109,0.5044044256210327,0.3549323678016662,0.5027487874031067,0.3995350301265716,0.5497485995292664,0.341579794883728,0.5656209588050842,0.4245100915431976,0.5474266409873962,0.3704005777835846,0.5883097052574158,0.3710024654865265,0.6108309030532837,0.360030859708786,0.6109690070152283,0.3633743524551391,0.6902740597724915,0.3844453692436218,0.6834476590156555,0.3293069899082184,0.7696343064308167,0.3816934525966644,0.7777288556098938,open
